"","participantID","consent","attention.check","intendedVote","ratingPositive","ratingFavor","partyIdentification","partyIdentification_text","cc_concerns_1","cc_concerns_2","cc_concerns_3","cc_concerns_4","engagement_1","engagement_2","engagement_3","engagement_4","engagement_5","media","media1_text","media2_text","technical_problem","technical_problem_2_TEXT","representative","CAM_ID_t2","mean_valence_macro_t2","mean_valence_normed_macro_t2","density_macro_t2","transitivity_macro_t2","centr_degree_macro_t2","centr_clo_macro_t2","centr_betw_macro_t2","centr_eigen_macro_t2","meanDistance_directed_macro_t2","meanDistance_undirected_macro_t2","diameter_weighted_undirected_macro_t2","diameter_unweighted_undirected_macro_t2","diameter_unweighted_directed_macro_t2","num_nodes_macro_t2","num_nodes_pos_macro_t2","num_nodes_neg_macro_t2","num_nodes_neut_macro_t2","num_nodes_ambi_macro_t2","num_edges_macro_t2","num_edges_solid_macro_t2","num_edges_dashed_macro_t2","num_edges_invaliddashed_macro_t2","meanWeightEdges_macro_t2","reciprocity_macro_t2","assortativity_valence_macro_t2","assortativityDegree_macro_t2","degreetot_micro_Klimagesetz_t2","valence_micro_Klimagesetz_t2","centr_clo_micro_Klimagesetz_t2","ratingLaw","time","climate_concern","media_engagement","participantID.y","age","gender","education","politicalOrientation"
"11","08cdb6f6d3ea5b3978b83c21b1093fe3",1,"Tennisspielen",1,6,7,"Grüne",NA,"stimme zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 6-7 hours","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","20 Minuten,Blick,Luzerner Zeitung,Nordwestschweiz",NA,NA,"Nein",NA,"sehr repräsentativ","08cdb6f6d3ea5b3978b83c21b1093fe3",0.5,0.125,0.75,0.692307692307692,0.122448979591837,0.174537037037037,0.0267573696145125,0.166198372354625,1.25,1.25,2,2,2,8,4,3,1,0,42,42,0,10,1,1,-0.241379310344831,-0.153846153846143,NA,NA,NA,6.5,12.37,4.75,6.2,"c2dc822b618d77f21d461717057eb3ec",43,"weiblich","Bachelor/ Master/ Promotion (Dr. / PhD)",6
"12","09ce2dd5ec1be44883f18eb3afb32ea3",1,"Tennisspielen",1,8,8,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"ein bisschen repräsentativ","09ce2dd5ec1be44883f18eb3afb32ea3",0.25,0.125,0.321428571428571,0.2,0.285714285714286,0.277250799309623,0.27891156462585,0.516100903083289,1.96428571428571,1.96428571428571,4,4,4,8,2,1,3,2,18,18,0,1,1,1,-0.125,-0.499999999999999,4,0,0.785714285714286,8,12.65,5.5,2.8,"407df2315ddc494dbed10106e517d9aa",61,"männlich","Obligatorische Schule",4
"13","09f33df6ec245754b6225189445ee2df",1,"Tennisspielen",0,2,3,"Keine",NA,"stimme zu","stimme zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","SRF,Blick,Nordwestschweiz",NA,NA,"Nein",NA,"eher repräsentativ","09f33df6ec245754b6225189445ee2df",0.111111111111111,0.111111111111111,0.222222222222222,0,0.875,1,1,0.738796125036258,1.77777777777778,1.77777777777778,2,2,2,9,4,3,2,0,16,16,0,0,1,1,-0.66120218579235,-1,16,0,1,2.5,6.57,4.5,1.6,"7d7c3ddfffd0865e2a2bcbf67c45a871",51,"weiblich","Bachelor/ Master/ Promotion (Dr. / PhD)",8
"14","0a0c4eba5f4675804532300822e9aaf5",1,"Tennisspielen",0,3,3,"Die Mitte",NA,"stimme eher zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 3-4 hours","not at all","St.Galler Tagblatt",NA,NA,"Ja, und zwar","Bei Benützen der Delete Taste verschwindet das ganze Kästchen","eher repräsentativ","0a0c4eba5f4675804532300822e9aaf5",-0.25,-0.125,0.25,0,0.857142857142857,1,1,0.725708114822568,1.75,1.75,2,2,2,8,3,4,1,0,14,14,0,0,1,1,-0.806451612903225,-1,14,0,1,3,22.78,4,2,"d8633e2cd2bbc2b4a51eaca41aa1dc02",64,"männlich","Bachelor/ Master/ Promotion (Dr. / PhD)",5
"15","0b4874db2503d6e21cea154efa25c3ba",1,"Tennisspielen",1,4,6,"SVP",NA,"stimme eher nicht zu","stimme eher zu","stimme eher zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","not at all","for approx. 1-2 hours","not at all","Weltwoche,Nordwestschweiz",NA,NA,"Nein",NA,"sehr repräsentativ","0b4874db2503d6e21cea154efa25c3ba",1.44444444444444,0.666666666666667,0.222222222222222,0,0.453125,0.432426816880598,0.660714285714286,0.70041573538006,4.83333333333333,4.83333333333333,10,4,4,9,7,1,1,0,16,16,0,1,2,1,-0.210084033613445,-0.822222222222222,4,0,0.928571428571428,5,16.55,4,1.8,"3d3bc9d76bc93a63858cef11fb639b24",57,"männlich","Bachelor/ Master/ Promotion (Dr. / PhD)",9
"16","0be4bcb346b4150094b9175877cd8a39",1,"Tennisspielen",0,1,1,"SVP",NA,"stimme überhaupt nicht zu","stimme eher nicht zu","stimme nicht zu","stimme überhaupt nicht zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"etwas unrepräsentativ","0be4bcb346b4150094b9175877cd8a39",-2.66666666666667,-0.888888888888889,0.277777777777778,0.1875,0.25,0.329648863594021,0.359375,0.578359283548658,2.13888888888889,2.13888888888889,4,4,4,9,0,8,1,0,20,20,0,0,1,1,-0.250000000000001,-0.309523809523809,8,0,1,1,348.27,1.75,1.6,"8a9832daed05fd93692a568c8ab545a4",54,"männlich","Obligatorische Schule",8
"17","0c3d9f0e3087bbd6c10e33e7e8c61566",1,"Tennisspielen",1,7,8,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","not at all","St.Galler Tagblatt",NA,NA,"Nein",NA,"ein bisschen repräsentativ","0c3d9f0e3087bbd6c10e33e7e8c61566",0.875,0.375,0.321428571428571,0.230769230769231,0.122448979591837,0.208201058201058,0.292517006802721,0.471704119443164,2.03571428571429,2.03571428571429,4,4,4,8,5,2,1,0,18,18,0,3,1,1,-0.11504424778761,-0.241379310344826,2,0,0.666666666666667,7.5,11.05,5.75,2.2,"a1ce4920500b0ae8d3d923e27fb3f720",71,"männlich","Obligatorische Schule",4
"18","0dfe9e53771750ad4b92061398b5ef0b",1,"Tennisspielen",1,6,6,"FDP",NA,"stimme nicht zu","stimme eher zu","stimme zu","stimme zu","for approx. 2-3 hours","for approx. 1-2 hours","not at all","for approx. 2-3 hours","not at all","SRF,20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","0dfe9e53771750ad4b92061398b5ef0b",0.8125,0.1875,0.133333333333333,0.107142857142857,0.213333333333333,0.518310178488399,0.763174603174603,0.709776255482404,2.85,2.85,4,4,4,16,9,6,1,0,32,32,0,0,1,1,0.2,-0.133333333333333,10,0,1,6,10.05,4,2,"5001ad37ba142763d0a50006938aee77",34,"männlich","Obligatorische Schule",8
"19","0e22e8ae3996e54e3ffba58068e9d817",1,"Tennisspielen",1,8,8,"FDP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 4-5 hours","not at all","SRF,Andere Regionale Zeitungen","Aargauer Zeitung",NA,"Nein",NA,"eher repräsentativ","0e22e8ae3996e54e3ffba58068e9d817",1.66666666666667,0.555555555555556,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,5,0,1,3,16,16,0,0,1,1,-0.454545454545455,-1,16,0,1,8,15.12,6,2.8,"c3976ba0732c6a1d1e9112278ede8021",60,"männlich","Bachelor/ Master/ Promotion (Dr. / PhD)",6
"20","0e606220ca3e9f3b207205d05a6425e0",1,"Tennisspielen",1,8,8,"Grüne",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 2-3 hours","not at all","SRF,20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","0e606220ca3e9f3b207205d05a6425e0",0.666666666666667,0.333333333333333,0.25,0.157894736842105,0.5625,0.713808250572956,0.830357142857143,0.70836401652466,2.08333333333333,2.08333333333333,4,4,4,9,4,1,1,3,18,18,0,0,1,1,-0.0889679715302498,-0.491428571428571,12,0,1,8,12.93,6,2.6,"e1b6513af7373482215f5f9caae900ea",59,"weiblich","Hochschulreife / Matur",4
"21","0e925e5caa1993ceef728dae29206e68",1,"Tennisspielen",1,8,8,"GLP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 4-5 hours","not at all","SRF,Andere Regionale Zeitungen","Oltner Tagblatt",NA,"Nein",NA,"eher repräsentativ","0e925e5caa1993ceef728dae29206e68",1.88888888888889,0.555555555555556,0.305555555555556,0.230769230769231,0.5,0.633547346063932,0.604910714285714,0.618817600044037,1.94444444444444,1.94444444444444,4,4,4,9,6,1,2,0,22,22,0,0,1,1,-0.331719128329299,-0.460704607046071,12,0,1,8,207.6,5.75,3,"7feccfcb7adf8fdc2c2ab47836748a7d",55,"weiblich","Obligatorische Schule",6
"22","10270c25b49f1881819db234817a6a39",1,"Tennisspielen",0,4,1,"FDP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 6-7 hours","not at all","SRF,20 Minuten,Blick,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","10270c25b49f1881819db234817a6a39",0.875,0.375,0.464285714285714,0.5,0.285714285714286,0.372474747474748,0.340136054421769,0.43845864043511,1.64285714285714,1.64285714285714,3,3,3,8,4,1,2,1,26,26,0,2,1,1,-0.281690140845072,-0.386666666666665,10,0,1,2.5,9.58,5.75,4,"02c9627c2e2b18bf6caad07af1d97c72",29,"männlich","Bachelor/ Master/ Promotion (Dr. / PhD)",7
"23","102a24de380fbc59705f8261c4982a97",1,"Tennisspielen",0,1,1,"SVP",NA,"stimme überhaupt nicht zu","stimme eher nicht zu","stimme überhaupt nicht zu","stimme nicht zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 2-3 hours","not at all","Weltwoche,Andere Regionale Zeitungen","Zürisee Zeitung",NA,"Ja, und zwar","Zuwenig Zeit.","sehr repräsentativ","102a24de380fbc59705f8261c4982a97",-2.72727272727273,-0.909090909090909,0.181818181818182,0,0.24,0.421178546359706,0.586666666666667,0.601792529173685,2.8,2.8,5,5,5,11,0,10,1,0,20,20,0,0,1,1,-0.250000000000001,-0.532258064516129,8,0,0.857142857142857,1,21.28,1.75,2.4,"1d28300b38bfeda77a9fd3f77abef05d",60,"männlich","Bachelor/ Master/ Promotion (Dr. / PhD)",8
"24","11bd09a536fa6c7515f581ebe429fe36",1,"Tennisspielen",1,8,8,"Keine",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"ein bisschen repräsentativ","11bd09a536fa6c7515f581ebe429fe36",2.66666666666667,0.888888888888889,0.305555555555556,0.25,0.5,0.670454545454545,0.723214285714286,0.652493867110389,2,2,4,4,4,9,8,0,1,0,22,22,0,0,1,1,-0.375,-0.328083989501312,12,0,1,8,10.18,6,1,"c619978f012a349227e4ede5de542791",40,"weiblich","Bachelor/ Master/ Promotion (Dr. / PhD)",7
"25","11efa183b2f6d5e5cad987f80e9e132a",1,"Tennisspielen",1,7,7,"Keine",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","not at all","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 6-7 hours","SRF,20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","11efa183b2f6d5e5cad987f80e9e132a",1,0.444444444444444,0.277777777777778,0.181818181818182,0.8125,0.957613814756672,0.908482142857143,0.684942162954486,1.72222222222222,1.72222222222222,2,2,2,9,5,1,1,2,20,20,0,0,1,1,-0.580756013745704,-0.808622502628812,16,0,1,7,7.27,6,3.2,"be1e9eaea4638043ebfdfea5c9362bf1",18,"weiblich","Obligatorische Schule",1
"26","1230acc434c9a854105ddb907ff56ddf",1,"Tennisspielen",1,6,6,"GLP",NA,"stimme zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 5-6 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF",NA,NA,"Nein",NA,"ein bisschen repräsentativ","1230acc434c9a854105ddb907ff56ddf",0,0,0.25,0.1,0.84375,0.979591836734694,0.964285714285714,0.714285714285715,1.75,1.75,2,2,2,9,4,4,1,0,18,18,0,0,1,1,-0.451612903225806,-0.867346938775511,16,0,1,6,99.83,4.25,5.6,"1b0fe7eefa9ef508e414d2acbb6b01f1",34,"männlich","Bachelor/ Master/ Promotion (Dr. / PhD)",6
"27","135d3070a76f98d775f9d900d4178575",1,"Tennisspielen",1,8,5,"FDP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 4-5 hours","for approx. 6-7 hours","for more than 7 hours","for more than 7 hours","for approx. 5-6 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Blick,St.Galler Tagblatt,BZ (Berner Zeitung) / der Bund,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","135d3070a76f98d775f9d900d4178575",-0.375,0,0.25,0,0.36734693877551,0.424395212630507,0.578231292517007,0.618173296859342,2.25,2.25,4,4,4,8,4,4,0,0,14,14,0,1,1,1,0.714285714285715,-0.586666666666667,8,3,1,6.5,12.85,6,6.8,"8d3e72163cbabcc0e6da1e24b63d149f",35,"weiblich","Bachelor/ Master/ Promotion (Dr. / PhD)",2
"28","13ed602ade037e16c650b21ac9b0fc0e",1,"Tennisspielen",1,6,6,"Grüne",NA,"stimme eher zu","stimme zu","stimme zu","stimme voll und ganz zu","for approx. 6-7 hours","for approx. 4-5 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 5-6 hours","20 Minuten",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","13ed602ade037e16c650b21ac9b0fc0e",0.75,0.25,0.166666666666667,0,0.413223140495868,0.404659657842961,0.619834710743802,0.738840591029508,2.59090909090909,2.59090909090909,4,4,4,12,6,3,1,2,22,22,0,0,1,1,-0.265753424657533,-0.636363636363636,12,0,1,6,17.28,5,4.6,"02e43df351f0428440079aeadaa2b99f",30,"männlich","Hochschulreife / Matur",4
"29","1588e8ba32800e6ba55a78905cbc7543",1,"Tennisspielen",1,7,7,"Die Mitte",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 2-3 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Blick,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","1588e8ba32800e6ba55a78905cbc7543",1.66666666666667,0.555555555555556,0.527777777777778,0.529411764705882,0.53125,0.695251177394035,0.225446428571429,0.432298781400178,1.47222222222222,1.47222222222222,2,2,2,9,6,1,1,1,38,38,0,6,1,1,-0.605633802816902,-0.720821661998133,16,0,1,7,31.35,6,3,"e17f8f67349644e42e1a046003f61648",41,"männlich","Hochschulreife / Matur",5
"30","15fa84675ed71faa99c16599223f6e5d",1,"Tennisspielen",1,7,8,"SP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 1-2 hours","SRF,20 Minuten,Blick,Tages-Anzeiger,Andere Regionale Zeitungen","ZN",NA,"Nein",NA,"eher repräsentativ","15fa84675ed71faa99c16599223f6e5d",0.5,0.125,0.428571428571429,0.333333333333333,0.163265306122449,0.238708513708514,0.133786848072562,0.32017597139371,1.67857142857143,1.67857142857143,3,3,3,8,3,2,3,0,24,24,0,1,1,1,0.394957983193277,-0.575757575757575,8,2,0.909090909090909,7.5,5.53,6,3.2,"37ad79e221eff5d5281e93ba27401a30",54,"weiblich","Hochschulreife / Matur",5
"31","164590f816230486bab4a225611d1cda",1,"Tennisspielen",1,6,6,"Die Mitte",NA,"stimme eher zu","stimme zu","stimme zu","stimme zu","for approx. 3-4 hours","for approx. 2-3 hours","not at all","for approx. 2-3 hours","not at all","SRF,Andere Regionale Zeitungen","OT",NA,"Nein",NA,"sehr repräsentativ","164590f816230486bab4a225611d1cda",-0.5,-0.25,0.25,0,0.857142857142857,1,1,0.725708114822568,1.75,1.75,2,2,2,8,2,4,2,0,14,14,0,0,1,1,-0.615384615384615,-1,14,0,1,6,8.8,4.75,2.4,"c657a960031971d3d2027213732232cf",47,"männlich","Bachelor/ Master/ Promotion (Dr. / PhD)",6
"32","1720961f638f8b62b305c484bfcd8b3f",1,"Tennisspielen",0,4,4,"SVP",NA,"stimme eher nicht zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","SRF,20 Minuten,Blick,BZ (Berner Zeitung) / der Bund",NA,NA,"Ja, und zwar","Etwas mehr Zeit wäre für mich von Vorteil gewesen","eher repräsentativ","1720961f638f8b62b305c484bfcd8b3f",-0.333333333333333,-0.111111111111111,0.25,0.230769230769231,0.28125,0.380762963492607,0.517857142857143,0.674169386298449,2.52777777777778,2.52777777777778,5,5,5,9,3,4,2,0,18,18,0,0,1,1,-0.188679245283018,-0.301204819277108,8,0,0.933333333333333,4,39.48,3.75,2,"2fed7c553c7f54d1429ce9a89858a97f",69,"weiblich","Obligatorische Schule",7
