"","participantID","gender","age","attention.check","education","intendedVote","ratingPositive","ratingFavor","politicalOrientation","partyIdentification","partyIdentification_text","cc_concerns_1","cc_concerns_2","cc_concerns_3","cc_concerns_4","engagement_1","engagement_2","engagement_3","engagement_4","engagement_5","media","media1_text","media2_text","technical_problem","technical_problem_2_TEXT","representative","CAM_ID","mean_valence_macro","mean_valence_normed_macro","density_macro","transitivity_macro","centr_degree_macro","centr_clo_macro","centr_betw_macro","centr_eigen_macro","meanDistance_directed_macro","meanDistance_undirected_macro","diameter_weighted_undirected_macro","diameter_unweighted_undirected_macro","diameter_unweighted_directed_macro","num_nodes_macro","num_nodes_pos_macro","num_nodes_neg_macro","num_nodes_neut_macro","num_nodes_ambi_macro","num_edges_macro","num_edges_solid_macro","num_edges_dashed_macro","num_edges_invaliddashed_macro","meanWeightEdges_macro","reciprocity_macro","assortativity_valence_macro","assortativityDegree_macro","degreetot_micro_Klimagesetz","valence_micro_Klimagesetz","centr_clo_micro_Klimagesetz","ratingLaw","time","climate_concern","media_engagement"
"11","206fb2cc574ded75f7499dca5967cf75","weiblich",18,"Tennisspielen","Obligatorische Schule",1,4,6,3,"SP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"ein bisschen repräsentativ","206fb2cc574ded75f7499dca5967cf75",0.5,0.3,0.244444444444444,0.107142857142857,0.469135802469136,0.546447348338796,0.58641975308642,0.61780084844279,2,2,3,3,3,10,5,2,3,0,22,22,0,1,1,1,0.208633093525179,-0.690661478599221,12,0,1,5,16.63,6,1.2
"12","231318bd5cb034aa060b1a00a12d06f8","männlich",18,"Tennisspielen","Obligatorische Schule",1,7,7,5,"FDP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","stimme eher zu","for approx. 4-5 hours","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 6-7 hours","20 Minuten",NA,NA,"Ja, und zwar","Die Verbindungen, haben sich danach aber wieder geklärt mit der Hilfe Funktion.","eher repräsentativ","231318bd5cb034aa060b1a00a12d06f8",0.888888888888889,0.333333333333333,0.361111111111111,0.214285714285714,0.296875,0.414984175488377,0.301339285714286,0.524064154925439,1.83333333333333,1.83333333333333,3,3,3,9,5,2,2,0,26,26,0,2,1,1,-0.147792706333974,-0.0242424242424234,10,0,1,7,16.97,5.25,4.4
"13","255fdd82857227c5090ef90502f19d87","weiblich",53,"Tennisspielen","Obligatorische Schule",0,3,1,7,"Keine",NA,"stimme zu","stimme eher zu","stimme zu","stimme eher zu","not at all","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"etwas unrepräsentativ","255fdd82857227c5090ef90502f19d87",-1,-0.333333333333333,0.25,0.1,0.84375,0.979591836734694,0.964285714285714,0.714285714285714,1.75,1.75,2,2,2,9,1,4,2,2,18,18,0,0,1,1,-0.433628318584071,-0.867346938775511,16,0,1,2,17.6,4.5,1
"14","2725b99ab8f5e6ad47234c11b8109b8a","männlich",34,"Tennisspielen","Obligatorische Schule",1,5,5,5,"Die Mitte",NA,"stimme zu","stimme zu","stimme eher zu","stimme eher zu","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","20 Minuten,Blick",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","2725b99ab8f5e6ad47234c11b8109b8a",1.33333333333333,0.444444444444444,0.222222222222222,0,0.59375,0.729564553093965,0.866071428571429,0.729054411109835,2.11111111111111,2.11111111111111,4,4,4,9,6,2,1,0,16,16,0,0,1,1,-0.309090909090909,-0.63914373088685,12,0,1,5,8.58,4.5,6
"15","28502ef4d570be4b7722ade7afa64815","weiblich",41,"Tennisspielen","Obligatorische Schule",1,5,8,2,"SP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 3-4 hours","for approx. 2-3 hours","SRF",NA,NA,"Nein",NA,"ein bisschen repräsentativ","28502ef4d570be4b7722ade7afa64815",1.125,0.375,0.357142857142857,0.260869565217391,0.571428571428571,0.705212842712843,0.700680272108844,0.607270268226224,3.28571428571429,3.28571428571429,8,3,3,8,5,2,0,1,20,20,0,3,1.8,1,-0.286549707602338,-0.510574018126888,12,3,1,6.5,15.07,6,3
"16","2ba3c37129c38aa6c191bdc9c504c371","männlich",50,"Tennisspielen","Hochschulreife / Matur",1,8,8,7,"Keine",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","SRF",NA,NA,"Ja, und zwar","drückt man aus Versehen auf ""Delete"" wird das Kästchen gelöscht","ein bisschen repräsentativ","2ba3c37129c38aa6c191bdc9c504c371",-0.3,-0.3,0.222222222222222,0.166666666666667,0.37037037037037,0.480510010822511,0.57716049382716,0.675326767136637,2.4,2.4,5,5,5,10,2,5,1,2,20,20,0,0,1,1,0.347826086956521,-0.296296296296296,10,0,1,8,23.17,6,1.6
"17","30bfd0b81e10b22f244303d1049d53df","männlich",64,"Tennisspielen","Hochschulreife / Matur",1,5,4,5,"Die Mitte",NA,"stimme eher zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme eher zu","for approx. 4-5 hours","for approx. 4-5 hours","for approx. 4-5 hours","for approx. 4-5 hours","not at all","SRF,Tages-Anzeiger",NA,NA,"Nein",NA,"sehr unrepräsentativ","30bfd0b81e10b22f244303d1049d53df",0,0,0.416666666666667,0.375,0.375,0.477952719549358,0.313616071428571,0.503944205177409,1.69444444444444,1.69444444444444,3,3,3,9,1,1,0,7,30,30,0,0,1,1,-0.363636363636363,-0.157142857142856,6,0,0.769230769230769,4.5,19.42,5,4.2
"18","3b241f7a7f7c2a17aef66280d0a62679","weiblich",43,"Tennisspielen","Hochschulreife / Matur",1,7,7,5,"Die Mitte",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","3b241f7a7f7c2a17aef66280d0a62679",0,0.111111111111111,0.222222222222222,0,0.3125,0.432090812913794,0.540178571428571,0.57988004609839,2.38888888888889,2.38888888888889,4,4,4,9,4,3,1,1,16,16,0,0,1,1,-0.245508982035928,-0.666666666666667,6,0,1,7,19.8,6,2.6
"19","3b7ebdb8705de76113cde84e42eb5727","weiblich",20,"Tennisspielen","Hochschulreife / Matur",1,7,7,5,"SP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Blick,BZ (Berner Zeitung) / der Bund",NA,NA,"Nein",NA,"eher repräsentativ","3b7ebdb8705de76113cde84e42eb5727",0.888888888888889,0.444444444444444,0.222222222222222,0,0.453125,0.617059570863919,0.767857142857143,0.694048177262765,2.22222222222222,2.22222222222222,4,4,4,9,6,2,1,0,16,16,0,1,1,1,-0.384615384615385,-0.555555555555556,10,0,1,7,26.25,6,2.2
"20","3c9604ef41bd545ade0bf55c3c38f043","männlich",69,"Tennisspielen","Hochschulreife / Matur",1,8,8,7,"Die Mitte",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 3-4 hours","not at all","20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","3c9604ef41bd545ade0bf55c3c38f043",0.461538461538461,0.307692307692308,0.256410256410256,0.4,0.354166666666667,0.513320844882711,0.440446127946128,0.64619723294859,2.16666666666667,2.16666666666667,4,4,4,13,6,2,4,1,40,40,0,5,1,1,-0.0666666666666664,-0.283333333333333,6,0,0.586206896551724,8,45.97,5.75,2
"21","3fa7ed1d3f79210f2458133f63276549","männlich",39,"Tennisspielen","Hochschulreife / Matur",1,7,8,3,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","not at all","for approx. 1-2 hours","for approx. 5-6 hours","for approx. 2-3 hours","SRF,20 Minuten,Tages-Anzeiger,Andere",NA,"Watson","Nein",NA,"eher repräsentativ","3fa7ed1d3f79210f2458133f63276549",1.27272727272727,0.363636363636364,0.181818181818182,0,0.46,0.628870485392224,0.811111111111111,0.736925246389341,2.36363636363636,2.36363636363636,4,4,4,11,7,3,1,0,20,20,0,1,1,1,-0.0526315789473697,-0.465116279069767,12,0,1,7.5,15.25,5.75,2.8
"22","49edbab4e64e32dbc6ace662c5a18688","männlich",65,"Tennisspielen","Hochschulreife / Matur",0,3,5,6,"Die Mitte",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","for approx. 4-5 hours","not at all","for approx. 1-2 hours","not at all","SRF",NA,NA,"Nein",NA,"ein bisschen repräsentativ","49edbab4e64e32dbc6ace662c5a18688",-0.625,-0.25,0.321428571428571,0.176470588235294,0.448979591836735,0.61073343079922,0.659863945578231,0.604019549714316,1.96428571428571,1.96428571428571,4,4,4,8,1,3,4,0,18,18,0,1,1,1,-9.99200722162641e-16,-0.39751552795031,10,-2,1,4,14.17,5.75,2
"23","4dd8d5a56864a5a7a069597a79527461","männlich",48,"Tennisspielen","Hochschulreife / Matur",0,1,1,9,"SVP",NA,"stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 2-3 hours","Blick",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","4dd8d5a56864a5a7a069597a79527461",-1.375,-0.5,0.321428571428571,0,0.122448979591837,0.210648148148148,0.213151927437642,0.373538252809395,2.07142857142857,2.07142857142857,4,4,4,8,2,6,0,0,18,18,0,4,1,1,-3.99680288865058e-15,-0.184210526315786,2,-3,0.666666666666667,1,6.3,1,3.2
"24","54fb3ee0f7d5ca18cb84dba05ace1947","männlich",25,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,8,6,4,"Grüne",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"eher repräsentativ","54fb3ee0f7d5ca18cb84dba05ace1947",0,0,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,1,1,7,0,16,16,0,0,1,1,-0.126760563380282,-1,16,0,1,7,7.32,5.75,1.4
"25","57d341ecf12da5e5bcae4e351e831b43","weiblich",41,"Tennisspielen","Hochschulreife / Matur",1,6,6,5,"Keine",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"eher repräsentativ","57d341ecf12da5e5bcae4e351e831b43",0.5,0.25,0.25,0,0.530612244897959,0.655535749653397,0.782312925170068,0.680025452668151,2.03571428571429,2.03571428571429,3,3,3,8,4,2,2,0,14,14,0,1,1,1,-0.833333333333334,-0.738562091503268,10,0,1,6,17.78,5.75,1
"26","5835076169154a9b49f3bd1a458f698e","männlich",24,"Tennisspielen","Obligatorische Schule",1,6,6,4,"SP",NA,"stimme eher zu","stimme eher nicht zu","stimme eher zu","stimme eher zu","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 3-4 hours","20 Minuten",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","5835076169154a9b49f3bd1a458f698e",0.5,0.375,0.285714285714286,0.25,0.326530612244898,0.434498875307699,0.517006802721088,0.622321740167297,2.28571428571429,2.28571428571429,5,5,5,8,4,1,3,0,16,16,0,2,1,1,0,-0.222222222222222,8,0,1,6,11.43,3.75,3.6
"27","60532904fdcb1a2af6e1b30c5e8a423e","weiblich",40,"Tennisspielen","Hochschulreife / Matur",1,7,8,2,"Keine",NA,"stimme eher nicht zu","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag",NA,NA,"Ja, und zwar","es wurde mir angegeben ich hätte leere Konzepte und ich fand diese erst nicht. Dazu ging ich davon aus ich hätte nur 12 Minuten Zeit und mich darum versucht trotz ungewohntem Tool zu beeilen.","ein bisschen repräsentativ","60532904fdcb1a2af6e1b30c5e8a423e",1,0.357142857142857,0.197802197802198,0.263157894736842,0.449704142011834,0.510881715200476,0.574950690335306,0.687522686706278,2.30769230769231,2.30769230769231,5,5,5,14,8,3,0,3,36,36,0,3,1.11111111111111,1,-0.147826086956522,-0.484978540772532,12,3,0.904761904761905,7.5,52.77,5,1.6
"28","6076d323ed9aa0aa2c8229e1d44cb8d4","männlich",51,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,5,5,5,"SP",NA,"stimme eher zu","stimme zu","stimme zu","stimme eher zu","not at all","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","not at all","SRF,20 Minuten,Blick,Tages-Anzeiger",NA,NA,"Ja, und zwar","wegen Zeitdruck war ich unter Stress","ein bisschen repräsentativ","6076d323ed9aa0aa2c8229e1d44cb8d4",-0.375,-0.375,0.285714285714286,0,0.489795918367347,0.616320063378887,0.687074829931973,0.611574815012088,1.96428571428571,1.96428571428571,3,3,3,8,2,5,1,0,16,16,0,1,1,1,-0.00699300699300699,-0.660377358490566,10,0,1,5,35.52,4.5,1.8
"29","66fc52efde0b0ef35bbcef47e854c2dd","männlich",60,"Tennisspielen","Obligatorische Schule",1,7,8,3,"andere Partei","EVP","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 2-3 hours","not at all","SRF,20 Minuten,Blick",NA,NA,"Nein",NA,"eher repräsentativ","66fc52efde0b0ef35bbcef47e854c2dd",1.33333333333333,0.666666666666667,0.277777777777778,0,0.25,0.479500891265597,0.506696428571429,0.549093128954628,2.22222222222222,2.22222222222222,4,4,4,9,7,1,1,0,20,20,0,0,1,1,0.14691943127962,-0.31868131868132,6,0,0.8,7.5,16.62,5.75,2.6
"30","673a77c9bfe734ab021d221321066a54","männlich",39,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,7,8,5,"Grüne",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 4-5 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten",NA,NA,"Nein",NA,"ein bisschen repräsentativ","673a77c9bfe734ab021d221321066a54",1,0.333333333333333,0.222222222222222,0,0.3125,0.54745486711431,0.700892857142857,0.658756228911862,2.38888888888889,2.38888888888889,4,4,4,9,4,1,3,1,16,16,0,2,1,1,0.272727272727273,-0.28735632183908,6,0,0.8,7.5,21.33,6,2.8
"31","68c768f00769393b5cae6cc7f06a031c","weiblich",25,"Tennisspielen","Obligatorische Schule",1,6,6,5,"Keine",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 2-3 hours","20 Minuten",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","68c768f00769393b5cae6cc7f06a031c",0.545454545454545,0.272727272727273,0.181818181818182,0,0.35,0.54051724137931,0.708888888888889,0.680606515123801,2.4,2.4,4,4,4,11,5,2,3,1,20,20,0,1,1,1,-0.235955056179775,-0.577060931899641,10,0,1,6,11.77,6,2
"32","6b6c2f15d96f1678bee6e5284198c67c","männlich",51,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",0,1,1,8,"SVP",NA,"stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","for more than 7 hours","for more than 7 hours","for approx. 1-2 hours","for more than 7 hours","for approx. 1-2 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF",NA,NA,"Ja, und zwar","12 Minuten zu weing Zeit.","etwas unrepräsentativ","6b6c2f15d96f1678bee6e5284198c67c",2.25,0.75,0.25,0,0.857142857142857,1,1,0.725708114822568,1.75,1.75,2,2,2,8,7,1,0,0,14,14,0,7,1,1,-1,-1,14,-3,1,1,11.75,1,5.6
"33","72d8df273847035e7c85497bc76ec857","männlich",37,"Tennisspielen","Obligatorische Schule",1,6,7,6,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 3-4 hours","not at all","SRF,20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","72d8df273847035e7c85497bc76ec857",0.0909090909090909,-0.090909090909091,0.2,0,0.33,0.45563490320646,0.661111111111111,0.685429587549158,2.69090909090909,2.69090909090909,6,6,6,11,3,4,4,0,22,22,0,2,1,1,0.083333333333334,-0.392405063291139,10,0,1,6.5,13.4,5.25,2.4
"34","74e96a132e4d98e735571df9de8a0387","weiblich",43,"Tennisspielen","Obligatorische Schule",0,3,4,5,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","74e96a132e4d98e735571df9de8a0387",0,0,0.222222222222222,0,0.59375,0.729564553093965,0.866071428571429,0.729054411109835,2.11111111111111,2.11111111111111,4,4,4,9,3,3,1,2,16,16,0,0,1,1,-0.636363636363636,-0.63914373088685,12,0,1,3.5,15.75,5.25,1.6
"35","78341fdccf963109ca77352bd64e30c1","weiblich",32,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,7,7,7,"Grüne",NA,"stimme voll und ganz zu","stimme zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 3-4 hours","20 Minuten,Weltwoche",NA,NA,"Nein",NA,"ein bisschen repräsentativ","78341fdccf963109ca77352bd64e30c1",0.75,0.375,0.25,0,0.530612244897959,0.690448343079922,0.82312925170068,0.702682673146307,2.10714285714286,2.10714285714286,4,4,4,8,5,2,0,1,14,14,0,1,1,1,0.0410958904109591,-0.586666666666667,10,1,1,7,88.32,5.5,3.4
