"","participantID.wave2","participantID","durationSeconds.x_t1","consent_t1","gender","age","attention.check_t1","education","durationSeconds.y_t1","voteCo2","politicalOrientation","technical_problem_t1","technical_problem_2_TEXT_t1","representative_t1","CAM_ID_t1","durationSeconds.x_t2","consent_t2","attention.check_t2","durationSeconds.y_t2","partyIdentification","partyIdentification_text","cc_concerns_1","cc_concerns_2","cc_concerns_3","cc_concerns_4","engagement_1","engagement_2","engagement_3","engagement_4","engagement_5","media","media1_text","media2_text","technical_problem_t2","technical_problem_2_TEXT_t2","representative_t2","CAM_ID_t2","climate_concern","media_engagement","media_engagement_rel","climate_concern_rel","wave","intendedVote","ratingPositive","ratingFavor","ratingLaw","mean_valence_macro","mean_valence_normed_macro","density_macro","transitivity_macro","centr_degree_macro","centr_clo_macro","centr_betw_macro","centr_eigen_macro","meanDistance_directed_macro","meanDistance_undirected_macro","diameter_weighted_undirected_macro","diameter_unweighted_undirected_macro","diameter_unweighted_directed_macro","num_nodes_macro","num_nodes_pos_macro","num_nodes_neg_macro","num_nodes_neut_macro","num_nodes_ambi_macro","num_edges_macro","num_edges_solid_macro","num_edges_dashed_macro","num_edges_invaliddashed_macro","meanWeightEdges_macro","reciprocity_macro","assortativity_valence_macro","assortativityDegree_macro","degreetot_micro_Klimagesetz","valence_micro_Klimagesetz","centr_clo_micro_Klimagesetz"
"11","050cf8cad934ddc493e701faed394e39","0f8bcd52c85636720e6d13eddaba2967",86,1,"männlich",37,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",21,1,4,"Nein",NA,"eher repräsentativ","0f8bcd52c85636720e6d13eddaba2967",150,1,"Tennisspielen",118,"SP",NA,"stimme eher zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 3-4 hours","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 4-5 hours","SRF,20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","050cf8cad934ddc493e701faed394e39",4.5,5,1.38034548361491,-0.114745300433873,"t1",1,8,8,8,-0.125,0,0.321428571428571,0.3,0.448979591836735,0.557064694564695,0.510204081632653,0.585098712603467,1.89285714285714,1.89285714285714,3,3,3,8,3,3,0,2,18,18,0,1,1,1,-0.166666666666667,-0.605405405405406,10,0,1
"12","050cf8cad934ddc493e701faed394e39","0f8bcd52c85636720e6d13eddaba2967",86,1,"männlich",37,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",21,1,4,"Nein",NA,"eher repräsentativ","0f8bcd52c85636720e6d13eddaba2967",150,1,"Tennisspielen",118,"SP",NA,"stimme eher zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 3-4 hours","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 4-5 hours","SRF,20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","050cf8cad934ddc493e701faed394e39",4.5,5,1.38034548361491,-0.114745300433873,"t2",1,7,8,7.5,0.111111111111111,0,0.222222222222222,0,0.875,1,1,0.738796125036258,1.77777777777778,1.77777777777778,2,2,2,9,4,4,1,0,16,16,0,0,1,1,-0.818181818181818,-1,16,0,1
"13","060107e2d678f84dad403994f204970e","a7c745e3d922a6204b4e6a5d38a8126d",210,1,"männlich",27,"Tennisspielen","Hochschulreife / Matur",47,1,3,"Nein",NA,"eher repräsentativ","a7c745e3d922a6204b4e6a5d38a8126d",43,1,"Tennisspielen",40,"Die Mitte",NA,"stimme zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ","060107e2d678f84dad403994f204970e",4.5,6.2,2.1650274461732,-0.114745300433873,"t1",1,6,8,7,0.777777777777778,0.222222222222222,0.222222222222222,0,0.171875,0.391059454084664,0.513392857142857,0.558080914229321,2.55555555555556,2.55555555555556,5,5,5,9,5,3,1,0,16,16,0,1,1,1,0.258278145695364,-0.384615384615385,6,0,1
"14","060107e2d678f84dad403994f204970e","a7c745e3d922a6204b4e6a5d38a8126d",210,1,"männlich",27,"Tennisspielen","Hochschulreife / Matur",47,1,3,"Nein",NA,"eher repräsentativ","a7c745e3d922a6204b4e6a5d38a8126d",43,1,"Tennisspielen",40,"Die Mitte",NA,"stimme zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ","060107e2d678f84dad403994f204970e",4.5,6.2,2.1650274461732,-0.114745300433873,"t2",1,7,6,6.5,0.625,0.125,0.285714285714286,0,0.653061224489796,0.780257936507936,0.843537414965986,0.662110084645692,1.85714285714286,1.85714285714286,3,3,3,8,3,2,3,0,16,16,0,0,1,1,0.272727272727273,-0.76,12,0,1
"15","063bf981b8a39879935f4114d2602584","0b43d0ec0aa20e55de4438d1406d1f52",1023,1,"männlich",25,"Tennisspielen","Obligatorische Schule",23,NA,8,"Nein",NA,"ein bisschen repräsentativ","0b43d0ec0aa20e55de4438d1406d1f52",1224,1,"Tennisspielen",82,"SVP",NA,"stimme zu","stimme zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 5-6 hours","SRF,20 Minuten,St.Galler Tagblatt",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","063bf981b8a39879935f4114d2602584",5,2.8,-0.0582381144086226,0.27176518523812,"t1",1,5,4,4.5,0.375,0.25,0.25,0,0.693877551020408,0.821097883597884,0.91156462585034,0.719821268635016,1.92857142857143,1.92857142857143,3,3,3,8,3,1,3,1,14,14,0,0,1,1,-0.368421052631579,-0.800724637681159,12,0,1
"16","063bf981b8a39879935f4114d2602584","0b43d0ec0aa20e55de4438d1406d1f52",1023,1,"männlich",25,"Tennisspielen","Obligatorische Schule",23,NA,8,"Nein",NA,"ein bisschen repräsentativ","0b43d0ec0aa20e55de4438d1406d1f52",1224,1,"Tennisspielen",82,"SVP",NA,"stimme zu","stimme zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 5-6 hours","SRF,20 Minuten,St.Galler Tagblatt",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","063bf981b8a39879935f4114d2602584",5,2.8,-0.0582381144086226,0.27176518523812,"t2",1,7,7,7,-0.125,0,0.357142857142857,0,0.244897959183673,0.351839826839827,0.297052154195011,0.423648314313346,1.82142857142857,1.82142857142857,3,3,3,8,1,1,6,0,20,20,0,0,1,1,-0.28654970760234,-0.311475409836067,8,0,1
"17","064d61939bd10017290408e5b9cdf7c8","44b7a93dbc07c1f774348b9e84810049",144,1,"männlich",27,"Tennisspielen","Obligatorische Schule",47,0,7,"Nein",NA,"ein bisschen repräsentativ","44b7a93dbc07c1f774348b9e84810049",107,1,"Tennisspielen",74,"Die Mitte",NA,"stimme nicht zu","stimme nicht zu","stimme nicht zu","stimme eher nicht zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 3-4 hours","20 Minuten,baz (Basler Zeitung),Andere Regionale Zeitungen","NFZ",NA,"Nein",NA,"ein bisschen unrepräsentativ","064d61939bd10017290408e5b9cdf7c8",2.25,2.8,-0.0582381144086226,-1.85404248595784,"t1",1,6,5,5.5,-0.473684210526316,-0.210526315789474,0.105263157894737,0,0.182098765432099,0.44481045301554,0.72476397966594,0.752699633051776,3.21637426900585,3.21637426900585,6,6,6,19,5,9,5,0,36,36,0,0,1,1,-0.1,0.0383973288814689,10,0,1
"18","064d61939bd10017290408e5b9cdf7c8","44b7a93dbc07c1f774348b9e84810049",144,1,"männlich",27,"Tennisspielen","Obligatorische Schule",47,0,7,"Nein",NA,"ein bisschen repräsentativ","44b7a93dbc07c1f774348b9e84810049",107,1,"Tennisspielen",74,"Die Mitte",NA,"stimme nicht zu","stimme nicht zu","stimme nicht zu","stimme eher nicht zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 3-4 hours","20 Minuten,baz (Basler Zeitung),Andere Regionale Zeitungen","NFZ",NA,"Nein",NA,"ein bisschen unrepräsentativ","064d61939bd10017290408e5b9cdf7c8",2.25,2.8,-0.0582381144086226,-1.85404248595784,"t2",0,3,2,2.5,-1.22222222222222,-0.666666666666667,0.222222222222222,0,0.171875,0.427323766687643,0.575892857142857,0.600074963159841,2.66666666666667,2.66666666666667,5,5,5,9,0,6,3,0,16,16,0,0,1,1,-0.777777777777778,-0.230769230769231,6,-2,1
"19","0682838cb44e8d4f7d5ebe04f51b40af","a74492862ed4a7fbe1e70fb626a2cd1e",302,1,"weiblich",28,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",35,1,4,"Nein",NA,"eher repräsentativ","a74492862ed4a7fbe1e70fb626a2cd1e",47,1,"Tennisspielen",68,"GLP",NA,"stimme eher zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","SRF,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ","0682838cb44e8d4f7d5ebe04f51b40af",4.25,2.6,-0.18901844150167,-0.30800054326987,"t1",1,7,6,6.5,-0.25,0.125,0.25,0,0.36734693877551,0.424395212630507,0.578231292517007,0.618173296859342,2.25,2.25,4,4,4,8,3,2,2,1,14,14,0,0,1,1,-0.410852713178294,-0.586666666666667,6,0,1
"20","0682838cb44e8d4f7d5ebe04f51b40af","a74492862ed4a7fbe1e70fb626a2cd1e",302,1,"weiblich",28,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",35,1,4,"Nein",NA,"eher repräsentativ","a74492862ed4a7fbe1e70fb626a2cd1e",47,1,"Tennisspielen",68,"GLP",NA,"stimme eher zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","SRF,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ","0682838cb44e8d4f7d5ebe04f51b40af",4.25,2.6,-0.18901844150167,-0.30800054326987,"t2",1,6,7,6.5,0,0.166666666666667,0.227272727272727,0.413793103448276,0.148760330578512,0.356791582425417,0.553719008264463,0.697299960539996,3.48484848484848,3.48484848484848,8,6,6,12,5,3,3,1,30,30,0,2,1.4,1,0.284578696343402,0.413407821229051,6,0,1
"21","08cdb6f6d3ea5b3978b83c21b1093fe3","c2dc822b618d77f21d461717057eb3ec",842,1,"weiblich",43,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",116,1,6,"Nein",NA,"eher repräsentativ","c2dc822b618d77f21d461717057eb3ec",213,1,"Tennisspielen",176,"Grüne",NA,"stimme zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 6-7 hours","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","20 Minuten,Blick,Luzerner Zeitung,Nordwestschweiz",NA,NA,"Nein",NA,"sehr repräsentativ","08cdb6f6d3ea5b3978b83c21b1093fe3",4.75,6.2,2.1650274461732,0.0785099424021236,"t1",1,7,7,7,0.363636363636364,0.272727272727273,0.418181818181818,0.481481481481481,0.2,0.289188284009256,0.152703703703704,0.386821874634382,1.72727272727273,1.72727272727273,3,3,3,11,5,2,2,2,46,46,0,3,1,1,0.031042128603103,-0.17690058479532,6,1,0.777777777777778
"22","08cdb6f6d3ea5b3978b83c21b1093fe3","c2dc822b618d77f21d461717057eb3ec",842,1,"weiblich",43,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",116,1,6,"Nein",NA,"eher repräsentativ","c2dc822b618d77f21d461717057eb3ec",213,1,"Tennisspielen",176,"Grüne",NA,"stimme zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 6-7 hours","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","20 Minuten,Blick,Luzerner Zeitung,Nordwestschweiz",NA,NA,"Nein",NA,"sehr repräsentativ","08cdb6f6d3ea5b3978b83c21b1093fe3",4.75,6.2,2.1650274461732,0.0785099424021236,"t2",1,6,7,6.5,0.5,0.125,0.75,0.692307692307692,0.122448979591837,0.174537037037037,0.0267573696145125,0.166198372354625,1.25,1.25,2,2,2,8,4,3,1,0,42,42,0,10,1,1,-0.241379310344831,-0.153846153846143,NA,NA,NA
"23","09ce2dd5ec1be44883f18eb3afb32ea3","407df2315ddc494dbed10106e517d9aa",572,1,"männlich",61,"Tennisspielen","Obligatorische Schule",83,1,4,"Nein",NA,"ein bisschen repräsentativ","407df2315ddc494dbed10106e517d9aa",203,1,"Tennisspielen",111,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"ein bisschen repräsentativ","09ce2dd5ec1be44883f18eb3afb32ea3",5.5,2.8,-0.0582381144086226,0.658275670910113,"t1",1,7,7,7,0.1,0.1,0.244444444444444,0.31578947368421,0.222222222222222,0.349107142857143,0.5,0.615030441755647,2.51111111111111,2.51111111111111,5,5,5,10,5,4,1,0,22,22,0,3,1,1,-0.0819672131147553,-0.276785714285713,6,0,1
"24","09ce2dd5ec1be44883f18eb3afb32ea3","407df2315ddc494dbed10106e517d9aa",572,1,"männlich",61,"Tennisspielen","Obligatorische Schule",83,1,4,"Nein",NA,"ein bisschen repräsentativ","407df2315ddc494dbed10106e517d9aa",203,1,"Tennisspielen",111,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"ein bisschen repräsentativ","09ce2dd5ec1be44883f18eb3afb32ea3",5.5,2.8,-0.0582381144086226,0.658275670910113,"t2",1,8,8,8,0.25,0.125,0.321428571428571,0.2,0.285714285714286,0.277250799309623,0.27891156462585,0.51610090308329,1.96428571428571,1.96428571428571,4,4,4,8,2,1,3,2,18,18,0,1,1,1,-0.125,-0.499999999999999,4,0,0.785714285714286
"25","09f33df6ec245754b6225189445ee2df","7d7c3ddfffd0865e2a2bcbf67c45a871",315,1,"weiblich",51,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",55,0,8,"Nein",NA,"eher repräsentativ","7d7c3ddfffd0865e2a2bcbf67c45a871",38,1,"Tennisspielen",74,"Keine",NA,"stimme zu","stimme zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","SRF,Blick,Nordwestschweiz",NA,NA,"Nein",NA,"eher repräsentativ","09f33df6ec245754b6225189445ee2df",4.5,1.6,-0.842920076966911,-0.114745300433873,"t1",0,4,3,3.5,-0.111111111111111,0,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,3,3,1,2,16,16,0,0,1,1,-0.509433962264151,-1,16,0,1
"26","09f33df6ec245754b6225189445ee2df","7d7c3ddfffd0865e2a2bcbf67c45a871",315,1,"weiblich",51,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",55,0,8,"Nein",NA,"eher repräsentativ","7d7c3ddfffd0865e2a2bcbf67c45a871",38,1,"Tennisspielen",74,"Keine",NA,"stimme zu","stimme zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","SRF,Blick,Nordwestschweiz",NA,NA,"Nein",NA,"eher repräsentativ","09f33df6ec245754b6225189445ee2df",4.5,1.6,-0.842920076966911,-0.114745300433873,"t2",0,2,3,2.5,0.111111111111111,0.111111111111111,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,4,3,2,0,16,16,0,0,1,1,-0.66120218579235,-1,16,0,1
"27","0a0c4eba5f4675804532300822e9aaf5","d8633e2cd2bbc2b4a51eaca41aa1dc02",515,1,"männlich",64,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",65,0,5,"Ja, und zwar","wenig Zeit","eher repräsentativ","d8633e2cd2bbc2b4a51eaca41aa1dc02",677,1,"Tennisspielen",131,"Die Mitte",NA,"stimme eher zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 3-4 hours","not at all","St.Galler Tagblatt",NA,NA,"Ja, und zwar","Bei Benützen der Delete Taste verschwindet das ganze Kästchen","eher repräsentativ","0a0c4eba5f4675804532300822e9aaf5",4,2,-0.581359422780815,-0.501255786105866,"t1",0,2,3,2.5,-0.5,-0.2,0.2,0,0.888888888888889,1,1,0.75,1.8,1.8,2,2,2,10,2,4,3,1,18,18,0,0,1,1,-0.421052631578947,-1,18,0,1
