"","participantID","gender","age","education","politicalOrientation","partyIdentification","cc_concerns_1","cc_concerns_2","cc_concerns_3","cc_concerns_4","engagement_1","engagement_2","engagement_3","engagement_4","engagement_5","media","media1_text","media2_text","technical_problem","technical_problem_2_TEXT","representative","climate_concern","media_engagement","wave","intendedVote","ratingPositive","ratingFavor","ratingLaw","mean_valence_macro","mean_valence_normed_macro","density_macro","transitivity_macro","centr_degree_macro","centr_clo_macro","centr_betw_macro","centr_eigen_macro","meanDistance_directed_macro","meanDistance_undirected_macro","diameter_weighted_undirected_macro","diameter_unweighted_undirected_macro","diameter_unweighted_directed_macro","num_nodes_macro","num_nodes_pos_macro","num_nodes_neg_macro","num_nodes_neut_macro","num_nodes_ambi_macro","num_edges_macro","num_edges_solid_macro","num_edges_dashed_macro","num_edges_invaliddashed_macro","meanWeightEdges_macro","reciprocity_macro","assortativity_valence_macro","assortativityDegree_macro","degreetot_micro_Klimagesetz","valence_micro_Klimagesetz","centr_clo_micro_Klimagesetz"
"11","0f8bcd52c85636720e6d13eddaba2967","männlich",37,"Bachelor/ Master/ Promotion (Dr. / PhD)",4,"SP","stimme eher zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 3-4 hours","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 4-5 hours","SRF,20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ",4.5,5,"t1",1,8,8,8,-0.125,0,0.321428571428571,0.3,0.448979591836735,0.557064694564695,0.510204081632653,0.585098712603467,1.89285714285714,1.89285714285714,3,3,3,8,3,3,0,2,18,18,0,1,1,1,-0.166666666666667,-0.605405405405406,10,0,1
"12","0f8bcd52c85636720e6d13eddaba2967","männlich",37,"Bachelor/ Master/ Promotion (Dr. / PhD)",4,"SP","stimme eher zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 3-4 hours","for approx. 5-6 hours","for approx. 4-5 hours","for approx. 4-5 hours","SRF,20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ",4.5,5,"t2",1,7,8,7.5,0.111111111111111,0,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,4,4,1,0,16,16,0,0,1,1,-0.818181818181818,-1,16,0,1
"13","a7c745e3d922a6204b4e6a5d38a8126d","männlich",27,"Hochschulreife / Matur",3,"Die Mitte","stimme zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ",4.5,6.2,"t1",1,6,8,7,0.777777777777778,0.222222222222222,0.222222222222222,0,0.171875,0.391059454084664,0.513392857142857,0.558080914229321,2.55555555555556,2.55555555555556,5,5,5,9,5,3,1,0,16,16,0,1,1,1,0.258278145695364,-0.384615384615385,6,0,1
"14","a7c745e3d922a6204b4e6a5d38a8126d","männlich",27,"Hochschulreife / Matur",3,"Die Mitte","stimme zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 5-6 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ",4.5,6.2,"t2",1,7,6,6.5,0.625,0.125,0.285714285714286,0,0.653061224489796,0.780257936507936,0.843537414965986,0.662110084645692,1.85714285714286,1.85714285714286,3,3,3,8,3,2,3,0,16,16,0,0,1,1,0.272727272727273,-0.76,12,0,1
"15","0b43d0ec0aa20e55de4438d1406d1f52","männlich",25,"Obligatorische Schule",8,"SVP","stimme zu","stimme zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 5-6 hours","SRF,20 Minuten,St.Galler Tagblatt",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ",5,2.8,"t1",1,5,4,4.5,0.375,0.25,0.25,0,0.693877551020408,0.821097883597884,0.91156462585034,0.719821268635016,1.92857142857143,1.92857142857143,3,3,3,8,3,1,3,1,14,14,0,0,1,1,-0.368421052631579,-0.800724637681159,12,0,1
"16","0b43d0ec0aa20e55de4438d1406d1f52","männlich",25,"Obligatorische Schule",8,"SVP","stimme zu","stimme zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 5-6 hours","SRF,20 Minuten,St.Galler Tagblatt",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ",5,2.8,"t2",1,7,7,7,-0.125,0,0.357142857142857,0,0.244897959183673,0.351839826839827,0.297052154195011,0.423648314313346,1.82142857142857,1.82142857142857,3,3,3,8,1,1,6,0,20,20,0,0,1,1,-0.28654970760234,-0.311475409836067,8,0,1
"17","44b7a93dbc07c1f774348b9e84810049","männlich",27,"Obligatorische Schule",7,"Die Mitte","stimme nicht zu","stimme nicht zu","stimme nicht zu","stimme eher nicht zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 3-4 hours","20 Minuten,baz (Basler Zeitung),Andere Regionale Zeitungen","NFZ",NA,"Nein",NA,"ein bisschen unrepräsentativ",2.25,2.8,"t1",1,6,5,5.5,-0.473684210526316,-0.210526315789474,0.105263157894737,0,0.182098765432099,0.44481045301554,0.72476397966594,0.752699633051776,3.21637426900585,3.21637426900585,6,6,6,19,5,9,5,0,36,36,0,0,1,1,-0.1,0.0383973288814689,10,0,1
"18","44b7a93dbc07c1f774348b9e84810049","männlich",27,"Obligatorische Schule",7,"Die Mitte","stimme nicht zu","stimme nicht zu","stimme nicht zu","stimme eher nicht zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 3-4 hours","20 Minuten,baz (Basler Zeitung),Andere Regionale Zeitungen","NFZ",NA,"Nein",NA,"ein bisschen unrepräsentativ",2.25,2.8,"t2",0,3,2,2.5,-1.22222222222222,-0.666666666666667,0.222222222222222,0,0.171875,0.427323766687643,0.575892857142857,0.600074963159841,2.66666666666667,2.66666666666667,5,5,5,9,0,6,3,0,16,16,0,0,1,1,-0.777777777777778,-0.230769230769231,6,-2,1
"19","a74492862ed4a7fbe1e70fb626a2cd1e","weiblich",28,"Bachelor/ Master/ Promotion (Dr. / PhD)",4,"GLP","stimme eher zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","SRF,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ",4.25,2.6,"t1",1,7,6,6.5,-0.25,0.125,0.25,0,0.36734693877551,0.424395212630507,0.578231292517007,0.618173296859342,2.25,2.25,4,4,4,8,3,2,2,1,14,14,0,0,1,1,-0.410852713178294,-0.586666666666667,6,0,1
"20","a74492862ed4a7fbe1e70fb626a2cd1e","weiblich",28,"Bachelor/ Master/ Promotion (Dr. / PhD)",4,"GLP","stimme eher zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","SRF,Luzerner Zeitung",NA,NA,"Nein",NA,"eher repräsentativ",4.25,2.6,"t2",1,6,7,6.5,0,0.166666666666667,0.227272727272727,0.413793103448276,0.148760330578512,0.356791582425417,0.553719008264463,0.697299960539996,3.48484848484848,3.48484848484848,8,6,6,12,5,3,3,1,30,30,0,2,1.4,1,0.284578696343402,0.413407821229051,6,0,1
"21","c2dc822b618d77f21d461717057eb3ec","weiblich",43,"Bachelor/ Master/ Promotion (Dr. / PhD)",6,"Grüne","stimme zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 6-7 hours","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","20 Minuten,Blick,Luzerner Zeitung,Nordwestschweiz",NA,NA,"Nein",NA,"sehr repräsentativ",4.75,6.2,"t1",1,7,7,7,0.363636363636364,0.272727272727273,0.418181818181818,0.481481481481481,0.2,0.289188284009256,0.152703703703704,0.386821874634382,1.72727272727273,1.72727272727273,3,3,3,11,5,2,2,2,46,46,0,3,1,1,0.031042128603103,-0.17690058479532,6,1,0.777777777777778
"22","c2dc822b618d77f21d461717057eb3ec","weiblich",43,"Bachelor/ Master/ Promotion (Dr. / PhD)",6,"Grüne","stimme zu","stimme zu","stimme eher zu","stimme zu","for approx. 4-5 hours","for approx. 6-7 hours","for approx. 6-7 hours","for approx. 5-6 hours","for approx. 5-6 hours","20 Minuten,Blick,Luzerner Zeitung,Nordwestschweiz",NA,NA,"Nein",NA,"sehr repräsentativ",4.75,6.2,"t2",1,6,7,6.5,0.5,0.125,0.75,0.692307692307692,0.122448979591837,0.174537037037037,0.0267573696145125,0.166198372354625,1.25,1.25,2,2,2,8,4,3,1,0,42,42,0,10,1,1,-0.241379310344831,-0.153846153846143,NA,NA,NA
"23","407df2315ddc494dbed10106e517d9aa","männlich",61,"Obligatorische Schule",4,"SP","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"ein bisschen repräsentativ",5.5,2.8,"t1",1,7,7,7,0.1,0.1,0.244444444444444,0.31578947368421,0.222222222222222,0.349107142857143,0.5,0.615030441755647,2.51111111111111,2.51111111111111,5,5,5,10,5,4,1,0,22,22,0,3,1,1,-0.0819672131147553,-0.276785714285713,6,0,1
"24","407df2315ddc494dbed10106e517d9aa","männlich",61,"Obligatorische Schule",4,"SP","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,20 Minuten,Luzerner Zeitung",NA,NA,"Nein",NA,"ein bisschen repräsentativ",5.5,2.8,"t2",1,8,8,8,0.25,0.125,0.321428571428571,0.2,0.285714285714286,0.277250799309623,0.27891156462585,0.516100903083289,1.96428571428571,1.96428571428571,4,4,4,8,2,1,3,2,18,18,0,1,1,1,-0.125,-0.499999999999999,4,0,0.785714285714286
"25","7d7c3ddfffd0865e2a2bcbf67c45a871","weiblich",51,"Bachelor/ Master/ Promotion (Dr. / PhD)",8,"Keine","stimme zu","stimme zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","SRF,Blick,Nordwestschweiz",NA,NA,"Nein",NA,"eher repräsentativ",4.5,1.6,"t1",0,4,3,3.5,-0.111111111111111,0,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,3,3,1,2,16,16,0,0,1,1,-0.509433962264151,-1,16,0,1
"26","7d7c3ddfffd0865e2a2bcbf67c45a871","weiblich",51,"Bachelor/ Master/ Promotion (Dr. / PhD)",8,"Keine","stimme zu","stimme zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours","not at all","SRF,Blick,Nordwestschweiz",NA,NA,"Nein",NA,"eher repräsentativ",4.5,1.6,"t2",0,2,3,2.5,0.111111111111111,0.111111111111111,0.222222222222222,0,0.875,1,1,0.738796125036258,1.77777777777778,1.77777777777778,2,2,2,9,4,3,2,0,16,16,0,0,1,1,-0.66120218579235,-1,16,0,1
"27","d8633e2cd2bbc2b4a51eaca41aa1dc02","männlich",64,"Bachelor/ Master/ Promotion (Dr. / PhD)",5,"Die Mitte","stimme eher zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 3-4 hours","not at all","St.Galler Tagblatt",NA,NA,"Ja, und zwar","Bei Benützen der Delete Taste verschwindet das ganze Kästchen","eher repräsentativ",4,2,"t1",0,2,3,2.5,-0.5,-0.2,0.2,0,0.888888888888889,1,1,0.75,1.8,1.8,2,2,2,10,2,4,3,1,18,18,0,0,1,1,-0.421052631578947,-1,18,0,1
"28","d8633e2cd2bbc2b4a51eaca41aa1dc02","männlich",64,"Bachelor/ Master/ Promotion (Dr. / PhD)",5,"Die Mitte","stimme eher zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","for approx. 3-4 hours","not at all","St.Galler Tagblatt",NA,NA,"Ja, und zwar","Bei Benützen der Delete Taste verschwindet das ganze Kästchen","eher repräsentativ",4,2,"t2",0,3,3,3,-0.25,-0.125,0.25,0,0.857142857142857,1,1,0.725708114822568,1.75,1.75,2,2,2,8,3,4,1,0,14,14,0,0,1,1,-0.806451612903225,-1,14,0,1
"29","3d3bc9d76bc93a63858cef11fb639b24","männlich",57,"Bachelor/ Master/ Promotion (Dr. / PhD)",9,"SVP","stimme eher nicht zu","stimme eher zu","stimme eher zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","not at all","for approx. 1-2 hours","not at all","Weltwoche,Nordwestschweiz",NA,NA,"Nein",NA,"sehr repräsentativ",4,1.8,"t1",0,5,4,4.5,1.375,0.5,0.25,0,0.857142857142857,1,1,0.725708114822568,1.75,1.75,2,2,2,8,6,2,0,0,14,14,0,2,1,1,-0.166666666666672,-1,2,-3,0.538461538461538
"30","3d3bc9d76bc93a63858cef11fb639b24","männlich",57,"Bachelor/ Master/ Promotion (Dr. / PhD)",9,"SVP","stimme eher nicht zu","stimme eher zu","stimme eher zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","not at all","for approx. 1-2 hours","not at all","Weltwoche,Nordwestschweiz",NA,NA,"Nein",NA,"sehr repräsentativ",4,1.8,"t2",1,4,6,5,1.44444444444444,0.666666666666667,0.222222222222222,0,0.453125,0.432426816880598,0.660714285714286,0.70041573538006,4.83333333333333,4.83333333333333,10,4,4,9,7,1,1,0,16,16,0,1,2,1,-0.210084033613445,-0.822222222222222,4,0,0.928571428571428
"31","8a9832daed05fd93692a568c8ab545a4","männlich",54,"Obligatorische Schule",8,"SVP","stimme überhaupt nicht zu","stimme eher nicht zu","stimme nicht zu","stimme überhaupt nicht zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"etwas unrepräsentativ",1.75,1.6,"t1",0,1,1,1,-3,-1,0.305555555555556,0.142857142857143,0.359375,0.482491947828082,0.470982142857143,0.57877056661201,1.94444444444444,1.94444444444444,3,3,3,9,0,9,0,0,22,22,0,0,1,1,NA,-0.360215053763441,10,-3,1
"32","8a9832daed05fd93692a568c8ab545a4","männlich",54,"Obligatorische Schule",8,"SVP","stimme überhaupt nicht zu","stimme eher nicht zu","stimme nicht zu","stimme überhaupt nicht zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"etwas unrepräsentativ",1.75,1.6,"t2",0,1,1,1,-2.66666666666667,-0.888888888888889,0.277777777777778,0.1875,0.25,0.329648863594021,0.359375,0.578359283548658,2.13888888888889,2.13888888888889,4,4,4,9,0,8,1,0,20,20,0,0,1,1,-0.250000000000001,-0.309523809523809,8,0,1
"33","a1ce4920500b0ae8d3d923e27fb3f720","männlich",71,"Obligatorische Schule",4,"SP","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","not at all","St.Galler Tagblatt",NA,NA,"Nein",NA,"ein bisschen repräsentativ",5.75,2.2,"t1",1,8,8,8,2.22222222222222,0.888888888888889,0.305555555555556,0.333333333333333,0.21875,0.249487953075967,0.214285714285714,0.621341661895458,2.16666666666667,2.16666666666667,4,4,4,9,8,0,1,0,22,22,0,0,1,1,-0.157894736842104,0.0833333333333337,6,0,0.933333333333333
"34","a1ce4920500b0ae8d3d923e27fb3f720","männlich",71,"Obligatorische Schule",4,"SP","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","not at all","St.Galler Tagblatt",NA,NA,"Nein",NA,"ein bisschen repräsentativ",5.75,2.2,"t2",1,7,8,7.5,0.875,0.375,0.321428571428571,0.230769230769231,0.122448979591837,0.208201058201058,0.292517006802721,0.471704119443164,2.03571428571429,2.03571428571429,4,4,4,8,5,2,1,0,18,18,0,3,1,1,-0.11504424778761,-0.241379310344826,2,0,0.666666666666667
"35","5001ad37ba142763d0a50006938aee77","männlich",34,"Obligatorische Schule",8,"FDP","stimme nicht zu","stimme eher zu","stimme zu","stimme zu","for approx. 2-3 hours","for approx. 1-2 hours","not at all","for approx. 2-3 hours","not at all","SRF,20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ",4,2,"t1",1,6,6,6,0,0,0.266666666666667,0.260869565217391,0.320987654320988,0.451167408979909,0.481481481481481,0.65601895463365,2.31111111111111,2.31111111111111,5,5,5,10,4,4,1,1,24,24,0,1,1,1,0,-0.116279069767441,10,0,1
"36","5001ad37ba142763d0a50006938aee77","männlich",34,"Obligatorische Schule",8,"FDP","stimme nicht zu","stimme eher zu","stimme zu","stimme zu","for approx. 2-3 hours","for approx. 1-2 hours","not at all","for approx. 2-3 hours","not at all","SRF,20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ",4,2,"t2",1,6,6,6,0.8125,0.1875,0.133333333333333,0.107142857142857,0.213333333333333,0.518310178488399,0.763174603174603,0.709776255482404,2.85,2.85,4,4,4,16,9,6,1,0,32,32,0,0,1,1,0.2,-0.133333333333333,10,0,1
"37","c3976ba0732c6a1d1e9112278ede8021","männlich",60,"Bachelor/ Master/ Promotion (Dr. / PhD)",6,"FDP","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 4-5 hours","not at all","SRF,Andere Regionale Zeitungen","Aargauer Zeitung",NA,"Nein",NA,"eher repräsentativ",6,2.8,"t1",1,6,6,6,-0.222222222222222,-0.111111111111111,0.277777777777778,0.272727272727273,0.53125,0.677878236314769,0.803571428571429,0.648860459608722,2,2,3,3,3,9,3,4,0,2,20,20,0,0,1,1,-0.186440677966101,-0.612021857923498,12,0,1
"38","c3976ba0732c6a1d1e9112278ede8021","männlich",60,"Bachelor/ Master/ Promotion (Dr. / PhD)",6,"FDP","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 4-5 hours","not at all","SRF,Andere Regionale Zeitungen","Aargauer Zeitung",NA,"Nein",NA,"eher repräsentativ",6,2.8,"t2",1,8,8,8,1.66666666666667,0.555555555555556,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,5,0,1,3,16,16,0,0,1,1,-0.454545454545455,-1,16,0,1
"39","e1b6513af7373482215f5f9caae900ea","weiblich",59,"Hochschulreife / Matur",4,"Grüne","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 2-3 hours","not at all","SRF,20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ",6,2.6,"t1",1,8,8,8,0.5,0.2,0.244444444444444,0.157894736842105,0.345679012345679,0.568650017136859,0.728395061728395,0.613792703656888,2.31111111111111,2.31111111111111,4,4,4,10,5,3,2,0,22,22,0,0,1,1,-0.13677811550152,-0.303317535545023,10,0,1
